label	sampleid	d	arrival	iforderpv_24h	decisionhabit_user	historyvisit_7ordernum	historyvisit_totalordernum	hotelcr	ordercanceledprecent	landhalfhours	ordercanncelednum	commentnums	starprefer	novoters	consuming_capacity	historyvisit_avghotelnum	cancelrate	historyvisit_visit_detailpagenum	delta_price1	price_sensitive	hoteluv	businessrate_pre	ordernum_oneyear	cr_pre	avgprice	lowestprice	firstorder_bu	customereval_pre2	delta_price2	commentnums_pre	customer_value_profit	commentnums_pre2	cancelrate_pre	novoters_pre2	novoters_pre	ctrip_profits	deltaprice_pre2_t1	lowestprice_pre	uv_pre	uv_pre2	lowestprice_pre2	lasthtlordergap	businessrate_pre2	cityuvs	cityorders	lastpvgap	cr	sid	visitnum_oneyear	h
0	24743	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.02	0.01	10	3	3	96.0	7	55.0	NULL	6	NULL	366.0	21.0	1.453	0.0	5	1.03	493.0	167.0	NULL	2.6	345.0	129	0.036	200.0	0.29	315.0	257	3.68	0.0	127.0	7.76	13.071	148.0	312987	0.01	0.047	0.007	125	NULL	100	7465	14
1	24745	2016-05-19	2016-05-19	0	1.0	NULL	10	1.04	0.36	6	199	4696	98.9	6630	98.0	1.0	3461	6	879.0	21.0	340.433	0.45	10	1.04	990.0	828.0	NULL	5.4	579.0	2080	3.314	2780.0	0.25	3894.0	2983	6.093	-19.0	111.0	331.627	317.485	411.0	69812	0.44	20.48	5.153	107	1.08	61	1570	17
0	24747	2016-05-19	2016-05-19	0	4.0	NULL	9	1.02	0.56	0	743	4	64.0	12	32.0	5.8	22	1	338.0	16.0	3.66	NULL	9	1.02	361.0	35.0	12.0	0.0	338.0	1	0.236	1.0	0.67	2.0	2	NULL	0.0	23.0	1.593	1.593	23.0	224396	NULL	1.76	0.393	4724	1.0	16	1830	6
0	24749	2016-05-19	2016-05-20	0	NULL	NULL	2	1.05	0.0	0	0	1344	40.0	1963	16.0	NULL	1231	NULL	91.0	100.0	98.907	0.36	2	1.1	169.0	50.0	17.0	1.8	55.0	542	0.189	863.0	0.4	1155.0	1243	0.373	6.0	78.0	22.847	31.76	114.0	64003	0.38	35.567	6.12	3286	1.07	346	8240	19
0	24750	2016-05-19	2016-05-28	0	2.0	NULL	4	1.04	0.0	0	0	4426	60.0	5596	35.0	2.0	1694	NULL	-242.0	19.0	187.12	0.07	4	1.02	336.0	834.0	3.0	4.5	-214.0	82	4.107	2975.0	0.38	3828.0	159	4.107	-10.0	578.0	48.227	251.702	550.0	204572	0.07	0.88	0.033	3236	1.0	671	2705	18
1	24751	2016-05-19	2016-05-19	0	3.0	2	22	1.05	0.2	0	251	275	85.3	577	44.0	3.5	981	27	96.0	17.0	91.38	0.63	22	1.07	441.0	209.0	13.0	4.6	102.0	185	6.96	1436.0	0.14	2121.0	495	6.66	1.0	345.0	99.76	85.043	339.0	3503	0.53	2.147	0.433	2090	1.37	194	3900	15
1	24752	2016-05-19	2016-05-20	0	2.0	1	24	1.09	0.14	0	311	47	70.3	183	31.0	1.6	447	2	199.0	1.0	24.767	0.57	24	1.08	310.0	303.0	NULL	4.1	16.0	1013	4.324	896.0	0.33	1186.0	1371	8.753	28.0	111.0	79.56	47.249	294.0	26133	0.65	0.687	0.127	8967	1.4	311	3404	12
0	24753	2016-05-19	2016-05-19	0	3.0	NULL	15	1.01	0.07	22	1	2	83.0	3	55.0	11.1	2	105	504.0	100.0	0.94	NULL	15	1.05	644.0	118.0	NULL	1.9	490.0	NULL	4.981	63.0	0.7	73.0	34	4.513	8.0	140.0	2.507	3.749	154.0	6251	0.02	0.087	0.007	591	1.13	586	17288	22
1	24755	2016-05-19	2016-05-19	0	4.0	NULL	1	1.18	0.0	0	0	169	60.0	282	10.0	4.0	189	6	NULL	0.0	4.107	0.62	1	1.08	NULL	177.0	NULL	1.8	NULL	106	0.029	245.0	0.38	474.0	185	0.1	-2.0	60.0	6.873	10.398	107.0	34968	0.53	2.473	0.7	34955	2.0	20	202	20
1	24756	2016-05-19	2016-05-20	0	1.0	NULL	2	1.17	0.0	0	0	NULL	70.0	32	27.0	1.0	8	2	139.0	0.0	0.28	NULL	2	1.17	383.0	244.0	12.0	4.3	75.0	NULL	0.547	348.0	0.63	295.0	30	3.087	33.0	244.0	0.28	12.14	308.0	89524	0.09	0.04	0.007	16730	1.33	201	930	21
0	24757	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.03	NULL	0	NULL	44	NULL	77	NULL	NULL	230	NULL	NULL	NULL	24.713	0.28	NULL	1.13	NULL	70.0	12.0	1.8	NULL	479	NULL	328.0	0.6	669.0	967	0.107	6.0	238.0	13.607	22.912	159.0	NULL	0.34	58.16	11.633	142052	NULL	18	7	13
0	24758	2016-05-19	2016-06-05	0	NULL	NULL	NULL	1.19	0.0	2	0	2284	70.0	3521	33.0	NULL	1329	NULL	-307.0	7.0	32.207	0.63	2	1.09	254.0	374.0	13.0	4.0	-148.0	2858	0.682	2676.0	0.21	4057.0	4564	0.68	NULL	560.0	89.34	94.983	401.0	212325	0.65	0.247	0.027	193372	NULL	47	87	1
1	24759	2016-05-19	2016-05-21	0	NULL	NULL	NULL	1.07	0.0	25	0	2217	42.5	2979	25.0	NULL	2139	NULL	4.0	25.0	112.073	0.31	4	1.07	259.0	263.0	13.0	2.2	-41.0	823	0.533	953.0	0.35	1354.0	1356	2.08	9.0	255.0	50.9	52.39	299.0	64206	0.5	22.453	2.927	4808	NULL	4	1769	20
0	24761	2016-05-19	2016-05-24	0	6.0	NULL	NULL	1.1	NULL	NULL	NULL	1362	NULL	2007	NULL	5.5	1015	32	NULL	NULL	42.127	NULL	NULL	NULL	NULL	578.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.007	0.007	1664	1.0	24	590	17
1	24763	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.1	0.39	0	7	240	67.5	706	31.0	NULL	1445	NULL	-343.0	18.0	69.647	0.16	11	1.05	291.0	274.0	10.0	5.5	-218.0	3529	0.115	3057.0	0.38	4232.0	4824	0.113	21.0	634.0	169.067	146.593	510.0	1640	0.26	1.207	0.287	1640	NULL	328	11182	0
1	24765	2016-05-19	2016-05-19	1	NULL	NULL	NULL	1.09	0.99	0	208	1812	60.0	2871	31.0	NULL	1232	NULL	-58.0	31.0	48.387	NULL	5	1.02	310.0	436.0	NULL	1.8	28.0	NULL	2.541	514.0	0.95	499.0	3	2.947	8.0	368.0	50.38	51.171	282.0	157524	0.24	58.16	11.633	527	NULL	39	1604	6
0	24766	2016-05-19	2016-05-21	0	NULL	NULL	NULL	1.03	NULL	20	NULL	180	NULL	276	NULL	NULL	147	NULL	NULL	NULL	20.127	0.25	NULL	1.06	NULL	230.0	NULL	4.7	NULL	5972	NULL	2661.0	0.24	3912.0	8994	NULL	9.0	519.0	358.78	174.105	410.0	NULL	0.34	4.033	0.707	NULL	NULL	36	NULL	10
1	24770	2016-05-19	2016-05-27	1	NULL	NULL	NULL	1.05	0.02	0	1	1709	71.1	2287	68.0	NULL	1124	NULL	238.0	46.0	102.567	0.34	10	1.06	676.0	199.0	17.0	3.1	346.0	1911	6.132	2196.0	0.39	2882.0	2471	5.787	9.0	438.0	79.913	79.723	330.0	25280	0.44	3.087	0.313	1463	NULL	259	11976	14
0	24771	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.0	NULL	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	NULL	0.087	NULL	NULL	1.06	NULL	68.0	NULL	1.0	NULL	NULL	NULL	7.0	1.0	14.0	NULL	NULL	1.0	88.0	0.12	0.438	69.0	NULL	NULL	0.947	0.273	3033	NULL	70	305	18
0	24772	2016-05-19	2016-05-21	0	6.0	NULL	2	1.05	0.0	0	0	117	40.0	116	10.0	6.0	285	5	-14.0	0.0	28.92	0.15	2	1.05	106.0	103.0	13.0	2.0	-25.0	1310	0.17	1140.0	0.41	1356.0	2190	0.28	2.0	120.0	112.613	42.558	131.0	435419	0.18	7.653	1.053	3041	1.0	118	660	22
1	24773	2016-05-19	2016-05-19	1	NULL	NULL	1	1.28	1.0	1	1	NULL	100.0	138	NULL	NULL	383	NULL	NULL	NULL	8.8	0.07	1	1.29	NULL	88.0	NULL	3.8	NULL	98	NULL	536.0	0.03	392.0	367	NULL	0.0	93.0	15.56	56.065	105.0	70837	0.09	5.46	0.793	66992	1.0	304	531	11
0	24774	2016-05-19	2016-05-19	1	NULL	NULL	NULL	1.21	NULL	1	NULL	236	40.0	681	23.0	NULL	346	10	-70.0	0.0	7.647	NULL	NULL	1.09	230.0	140.0	13.0	2.6	-34.0	4	-0.156	262.0	0.46	455.0	21	-0.153	-5.0	300.0	6.893	11.649	264.0	NULL	0.6	0.22	0.06	23572	1.0	32	737	9
0	24775	2016-05-19	2016-05-19	0	NULL	NULL	1	1.05	0.0	0	0	1241	60.0	1426	27.0	NULL	505	18	-133.0	9.0	47.353	0.17	1	1.06	279.0	256.0	4.0	4.5	-94.0	883	0.256	987.0	0.29	1257.0	1157	0.253	-43.0	412.0	43.42	42.825	373.0	358842	0.21	0.48	0.107	93662	NULL	18	175	21
0	24776	2016-05-19	2016-05-20	0	5.0	NULL	5	1.11	0.4	0	2	2390	62.9	3739	39.0	5.0	1534	29	-36.0	1.0	53.62	0.44	5	1.11	272.0	321.0	13.0	2.8	-18.0	2646	1.404	1586.0	0.4	2415.0	3908	1.293	2.0	308.0	55.893	49.696	291.0	55619	0.52	35.567	6.12	18829	1.2	141	719	18
1	24777	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.01	0.5	0	1	NULL	0.0	16	46.0	NULL	47	NULL	148.0	31.0	27.553	0.07	2	1.01	428.0	458.0	12.0	1.5	116.0	324	0.381	240.0	0.2	311.0	368	0.647	3.0	280.0	74.533	42.401	312.0	415416	0.06	20.12	3.613	5074	NULL	50	1119	11
0	24778	2016-05-19	2016-05-19	0	3.0	NULL	1	1.07	0.0	0	0	NULL	40.0	NULL	13.0	3.0	2	NULL	40.0	18.0	0.2	NULL	1	1.0	139.0	154.0	13.0	1.5	40.0	NULL	-0.004	NULL	1.0	NULL	NULL	0.0	NULL	99.0	0.4	0.4	99.0	145588	NULL	0.233	0.053	1000	1.0	49	1197	21
1	24779	2016-05-19	2016-05-23	1	NULL	NULL	NULL	1.04	NULL	0	NULL	781	NULL	1117	NULL	NULL	1994	NULL	169.0	NULL	185.993	0.51	NULL	1.04	369.0	200.0	5.0	4.3	182.0	781	1.093	2461.0	0.64	2735.0	1117	1.627	-4.0	200.0	185.993	121.499	186.0	NULL	0.39	1.54	0.2	151626	NULL	102	2174	18
0	24785	2016-05-19	2016-06-15	0	2.0	1	51	1.06	0.07	0	15	438	62.0	657	25.0	2.7	912	5	45.0	13.0	58.667	0.02	51	1.02	260.0	238.0	13.0	3.5	73.0	946	3.898	1339.0	0.23	674.0	1271	3.393	NULL	215.0	137.613	176.423	187.0	7652	0.02	0.58	0.033	799	1.32	94	2742	8
0	24787	2016-05-19	2016-05-19	0	2.0	NULL	4	1.05	1.0	0	4	11	80.0	20	31.0	3.4	217	173	70.0	62.0	7.973	NULL	4	1.08	228.0	83.0	11.0	2.1	63.0	3	NULL	3.0	0.6	33.0	4	NULL	6.0	158.0	0.247	7.515	165.0	184458	NULL	15.293	3.933	686	1.0	119	14298	10
0	24788	2016-05-19	2016-05-19	0	NULL	1	NULL	1.05	NULL	NULL	NULL	NULL	NULL	149	NULL	NULL	476	13	NULL	NULL	55.193	NULL	NULL	NULL	NULL	242.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3.207	0.413	NULL	NULL	28	NULL	13
0	24789	2016-05-19	2016-05-19	0	1.0	NULL	58	1.12	0.37	0	510	72	77.7	105	46.0	2.4	147	113	377.0	18.0	3.327	0.2	58	1.03	501.0	182.0	5.0	2.0	345.0	130	20.317	68.0	0.55	151.0	292	19.62	-11.0	124.0	12.22	8.38	156.0	10688	0.2	8.407	2.133	85	1.24	442	10772	15
0	24794	2016-05-19	2016-05-19	0	6.0	NULL	27	1.04	0.59	14	763	56	54.4	160	26.0	8.6	147	NULL	-99.0	20.0	16.953	0.68	27	1.04	269.0	198.0	13.0	4.5	-99.0	690	1.208	690.0	0.29	1034.0	1034	0.867	26.0	368.0	30.433	30.433	368.0	12184	0.68	13.627	2.7	3609	1.14	28	2961	21
0	24795	2016-05-19	2016-05-19	0	NULL	NULL	9	1.02	0.78	1	7	3661	60.0	5476	36.0	NULL	2307	NULL	-37.0	2.0	677.22	0.08	9	1.01	762.0	1174.0	11.0	5.2	-70.0	4610	3.256	5083.0	0.14	6908.0	6315	5.007	-28.0	799.0	990.713	1059.264	832.0	456521	0.06	14.56	2.42	8217	1.0	467	12297	13
0	24796	2016-05-19	2016-05-21	0	1.0	NULL	12	1.04	0.25	0	3	NULL	80.0	97	33.0	1.0	514	6	-452.0	6.0	65.293	0.25	12	1.02	346.0	500.0	13.0	3.8	-134.0	1430	5.703	999.0	0.24	868.0	1870	9.6	-13.0	798.0	114.647	98.413	480.0	404514	0.14	14.567	1.767	5069	1.0	13	102	11
0	24797	2016-05-19	2016-05-19	0	5.0	NULL	18	1.14	0.05	0	7	1184	69.9	1835	30.0	6.3	1806	4	-95.0	7.0	55.0	0.48	18	1.08	300.0	388.0	13.0	5.0	-91.0	1388	3.028	1435.0	0.26	2221.0	2289	3.027	1.0	395.0	54.187	59.25	391.0	5183	0.49	0.56	0.113	334	1.08	1222	12618	20
0	24798	2016-05-19	2016-05-29	0	2.0	NULL	28	1.03	0.32	0	397	2019	38.8	3153	14.0	2.0	2548	NULL	58.0	8.0	398.1	0.18	28	1.04	132.0	303.0	12.0	3.3	38.0	546	1.879	14003.0	0.08	18449.0	457	2.38	19.0	74.0	83.373	504.413	94.0	114367	0.17	1.033	0.067	25362	1.0	220	835	11
0	24800	2016-05-19	2016-06-04	0	1.0	NULL	4	1.08	0.0	6	0	2027	75.0	3145	49.0	3.0	2008	NULL	357.0	46.0	67.387	NULL	4	1.06	434.0	218.0	12.0	3.0	258.0	NULL	1.832	8897.0	0.3	6301.0	383	4.167	NULL	77.0	248.26	236.438	177.0	36147	0.45	3.6	0.3	1802	1.07	283	7605	17
1	24801	2016-05-19	2016-05-19	0	3.0	3	4	1.09	0.01	NULL	1	1945	100.0	2877	86.0	2.5	1468	70	NULL	58.0	76.807	NULL	4	NULL	1198.0	754.0	6.0	NULL	NULL	NULL	29.359	NULL	NULL	NULL	NULL	29.907	NULL	NULL	NULL	NULL	NULL	154656	NULL	0.553	0.14	6215	1.0	101	657	13
0	24804	2016-05-19	2016-05-19	0	4.0	NULL	5	1.06	0.01	0	2	441	70.0	672	30.0	3.5	629	58	180.0	43.0	44.533	0.53	5	1.05	260.0	189.0	13.0	3.0	180.0	110	1.409	110.0	0.59	212.0	212	1.407	-26.0	80.0	39.56	39.56	80.0	107029	0.53	0.833	0.207	4737	1.09	138	911	11
1	24805	2016-05-19	2016-05-19	0	1.0	2	11	1.03	0.98	0	175	1829	61.1	2587	28.0	1.3	439	11	37.0	12.0	56.133	0.07	11	1.05	270.0	221.0	12.0	3.0	5.0	2644	1.016	3108.0	0.37	2312.0	3223	3.267	0.0	233.0	98.333	88.093	265.0	9350	0.1	13.627	2.7	177	1.2	406	2835	2
0	24806	2016-05-19	2016-05-21	0	3.0	1	34	1.09	0.1	0	113	719	84.0	1182	44.0	3.2	728	51	317.0	13.0	32.867	0.56	34	1.17	428.0	367.0	13.0	4.5	123.0	9248	8.564	2630.0	0.24	3866.0	12914	7.993	-2.0	111.0	174.867	73.506	305.0	15687	0.67	3.687	0.86	450	1.12	243	1796	10
1	24807	2016-05-19	2016-05-19	1	1.0	NULL	5	1.09	0.2	3	1	928	86.0	1215	60.0	3.0	840	39	501.0	19.0	38.933	0.59	5	1.12	681.0	100.0	12.0	3.0	537.0	870	1.515	896.0	0.26	1291.0	1356	3.82	0.0	180.0	29.44	33.755	144.0	18746	0.62	8.407	2.133	4735	1.33	35	201	18
0	24808	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.09	0.44	NULL	4	37	76.8	76	41.0	NULL	192	NULL	NULL	8.0	8.92	NULL	9	NULL	411.0	132.0	12.0	NULL	NULL	NULL	0.817	NULL	NULL	NULL	NULL	2.093	NULL	NULL	NULL	NULL	NULL	45275	NULL	0.08	0.013	4320	NULL	1	725014	10
1	24809	2016-05-19	2016-05-19	0	6.0	NULL	8	1.08	0.94	0	66	3310	45.0	4796	26.0	11.5	1539	NULL	45.0	40.0	81.133	0.43	8	1.06	244.0	234.0	NULL	2.2	132.0	3207	0.495	1325.0	0.4	1933.0	4499	1.573	1.0	199.0	262.2	118.629	112.0	13756	0.38	12.793	2.793	13754	1.4	26	1655	1
0	24811	2016-05-19	2016-05-20	0	2.0	1	63	1.06	0.38	0	872	4818	92.3	6639	61.0	5.0	3579	40	206.0	9.0	272.313	0.46	63	1.06	605.0	111.0	NULL	4.5	229.0	5180	33.588	3230.0	0.25	4617.0	7286	44.44	9.0	399.0	244.407	141.04	376.0	20228	0.48	10.953	2.3	3697	1.2	323	7289	10
0	24813	2016-05-19	2016-05-19	0	5.0	NULL	NULL	1.04	NULL	2	NULL	2794	100.0	3734	36.0	7.3	2096	138	326.0	0.0	214.44	0.35	NULL	1.09	736.0	710.0	12.0	3.7	226.0	1649	0.165	2031.0	0.12	2685.0	2162	0.933	31.0	410.0	93.24	133.64	510.0	NULL	0.36	20.48	5.153	1209	1.0	224	3017	20
0	24814	2016-05-19	2016-06-03	1	5.0	NULL	13	1.05	0.0	23	2	2109	56.7	3025	53.0	3.3	1450	17	494.0	51.0	131.513	0.13	13	1.05	564.0	352.0	11.0	3.7	407.0	3735	3.058	4075.0	0.08	5977.0	5368	4.067	NULL	70.0	179.92	164.548	157.0	74901	0.22	2.113	0.127	767	1.18	310	2877	22
1	24819	2016-05-19	2016-05-19	0	3.0	1	3	1.09	0.0	0	0	695	86.7	1034	65.0	3.0	360	8	196.0	9.0	13.893	NULL	3	1.05	665.0	428.0	13.0	3.3	249.0	NULL	0.631	2330.0	0.63	1612.0	8	1.507	31.0	469.0	7.227	36.376	416.0	1523	0.64	56.487	12.133	1517	2.0	49	4195	14
0	24821	2016-05-19	2016-05-29	0	NULL	NULL	NULL	1.01	NULL	0	NULL	2855	NULL	3881	NULL	NULL	1929	NULL	NULL	NULL	679.52	0.05	NULL	1.02	NULL	597.0	NULL	5.5	NULL	5010	NULL	7155.0	0.14	9208.0	6632	NULL	-11.0	833.0	979.227	1172.398	785.0	NULL	0.05	1.747	0.107	2905	NULL	282	4246	7
0	24822	2016-05-19	2016-05-19	1	NULL	NULL	NULL	1.1	0.13	0	1	1560	80.0	2013	26.0	NULL	1157	NULL	33.0	0.0	36.82	0.64	8	1.15	319.0	387.0	13.0	3.7	-44.0	1220	1.449	911.0	0.22	1206.0	1822	2.747	-6.0	286.0	29.62	26.61	363.0	78246	0.66	2.9	0.8	7478	NULL	202	1634	13
1	24823	2016-05-19	2016-05-19	0	4.0	NULL	5	1.08	0.57	0	4	2843	85.0	4178	67.0	2.7	1616	NULL	292.0	25.0	83.26	0.66	5	1.12	627.0	149.0	5.0	4.6	355.0	3772	0.957	3458.0	0.37	5422.0	6127	1.3	2.0	335.0	125.213	123.508	272.0	4349	0.65	10.907	2.68	3713	1.6	20	565	11
0	24825	2016-05-19	2016-05-21	0	NULL	NULL	NULL	1.06	0.0	0	0	243	60.0	425	27.0	NULL	245	NULL	178.0	0.0	24.293	0.01	1	1.02	278.0	226.0	13.0	2.0	-45.0	1523	0.572	676.0	0.16	739.0	1524	0.567	1.0	100.0	82.753	82.309	323.0	111828	0.02	1.927	0.247	1540	NULL	49	908	21
0	24826	2016-05-19	2016-05-31	0	6.0	NULL	1	1.01	0.0	2	0	1887	54.3	2235	39.0	6.0	763	25	-1424.0	42.0	211.707	0.37	1	1.03	354.0	968.0	13.0	5.5	-1170.0	2916	0.319	3358.0	0.14	4719.0	4063	0.313	NULL	1778.0	468.433	414.503	1524.0	360047	0.42	3.68	0.3	1569	1.0	63	1251	11
0	24828	2016-05-19	2016-05-24	0	2.0	NULL	38	1.09	0.23	15	331	2509	91.4	3657	51.0	3.1	4452	NULL	379.0	36.0	222.627	0.6	38	1.09	490.0	111.0	13.0	4.8	-56.0	2509	13.121	2480.0	0.11	3487.0	3651	10.573	79.0	111.0	222.627	192.338	545.0	29235	0.51	13.853	0.947	17509	1.5	95	2694	22
1	24829	2016-05-19	2016-05-19	0	12.0	2	2	1.08	1.0	12	2	878	40.0	1230	1.0	11.5	970	53	-1.0	1.0	53.433	NULL	2	1.05	98.0	628.0	13.0	3.5	-171.0	NULL	NULL	827.0	0.47	831.0	15	NULL	1.0	99.0	10.227	14.615	269.0	71	0.71	0.34	0.087	70	1.0	9	240	16
0	24831	2016-05-19	2016-06-05	0	2.0	NULL	4	1.04	0.0	5	0	850	80.0	1319	26.0	2.3	951	93	-113.0	0.0	80.0	0.47	4	1.06	267.0	348.0	12.0	4.6	-118.0	2729	0.411	2292.0	0.19	2936.0	3096	0.307	NULL	380.0	123.24	125.024	385.0	58971	0.45	0.193	0.027	205	1.4	46	897	13
0	24832	2016-05-19	2016-05-19	0	4.0	NULL	4	1.1	0.5	0	2	9535	80.0	13827	56.0	4.0	5361	NULL	322.0	3.0	184.74	NULL	4	1.08	602.0	617.0	13.0	3.4	340.0	NULL	0.65	172.0	0.28	121.0	30	0.647	10.0	280.0	5.287	7.227	263.0	192189	0.54	58.16	11.633	40314	1.0	200	454	22
0	24837	2016-05-19	2016-05-19	0	NULL	NULL	2	1.02	0.5	0	1	36	86.7	243	68.0	NULL	35	NULL	574.0	10.0	4.213	NULL	2	1.09	692.0	158.0	13.0	1.7	581.0	16	0.567	26.0	0.56	39.0	38	0.567	-5.0	118.0	3.107	1.904	112.0	117436	NULL	0.06	NULL	72132	1.0	72	3365	21
0	24838	2016-05-19	2016-05-20	1	1.0	NULL	NULL	1.21	NULL	15	NULL	1113	55.0	2377	23.0	1.0	837	28	146.0	0.0	15.5	NULL	NULL	1.07	253.0	144.0	13.0	1.5	145.0	70	0.14	92.0	0.62	184.0	112	0.853	15.0	107.0	1.433	1.684	108.0	NULL	0.66	1.867	0.427	15994	1.0	186	822	22
1	24840	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.04	NULL	0	NULL	4376	NULL	5458	NULL	NULL	4168	NULL	NULL	NULL	390.633	0.72	NULL	1.1	NULL	658.0	NULL	4.0	NULL	9535	NULL	9535.0	0.23	13839.0	13839	NULL	NULL	617.0	184.74	184.74	617.0	NULL	0.72	58.16	11.633	NULL	NULL	2	NULL	8
0	24841	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.04	0.77	21	320	60	74.3	294	45.0	NULL	679	NULL	-412.0	2.0	81.6	0.04	7	1.03	538.0	225.0	7.0	3.5	101.0	15152	9.948	3590.0	0.21	5259.0	22200	14.333	17.0	950.0	1566.773	362.002	437.0	131596	0.21	19.027	3.527	368	NULL	605	1991	17
0	24842	2016-05-19	2016-05-19	0	2.0	1	25	1.07	0.0	0	1	1894	96.1	2923	71.0	5.3	1951	20	628.0	4.0	123.047	0.44	25	1.08	754.0	663.0	13.0	5.5	628.0	6909	9.848	6909.0	0.1	9938.0	9938	22.193	52.0	126.0	236.647	236.647	126.0	2127	0.44	20.48	5.153	720	1.26	141	7092	13
1	24843	2016-05-19	2016-05-20	1	4.0	1	25	1.08	0.08	1	17	95	69.2	148	32.0	6.7	393	40	113.0	4.0	18.367	0.43	25	1.08	344.0	231.0	13.0	1.5	173.0	95	2.682	239.0	0.29	475.0	147	2.487	3.0	231.0	18.367	38.908	170.0	26345	0.37	35.567	6.12	4507	1.14	128	4255	13
0	24844	2016-05-19	2016-05-19	0	3.0	NULL	5	1.02	0.02	0	2	4115	88.2	6193	82.0	2.6	2192	23	-2341.0	31.0	519.587	0.01	5	1.0	816.0	842.0	3.0	5.0	-2341.0	129	4.062	129.0	0.43	145.0	145	6.247	107.0	3157.0	88.687	88.687	3157.0	137300	0.01	1.94	0.213	1767	1.0	361	7666	12
1	24845	2016-05-19	2016-05-24	1	NULL	NULL	NULL	1.12	0.88	0	7	5181	50.0	8791	41.0	NULL	4863	NULL	-71.0	30.0	188.773	0.64	8	1.08	429.0	411.0	13.0	4.6	50.0	2592	0.882	3070.0	0.18	4423.0	3506	1.28	7.0	500.0	110.173	128.663	379.0	95718	0.6	0.833	0.08	2180	NULL	300	4476	19
0	24846	2016-05-19	2016-05-28	0	NULL	NULL	8	1.02	0.38	3	3	7905	90.0	10476	66.0	NULL	6504	98	-331.0	13.0	1722.613	0.07	8	1.02	593.0	924.0	13.0	5.1	-323.0	7905	6.423	5150.0	0.14	6030.0	10463	6.5	-11.0	924.0	1722.613	1092.895	917.0	169003	0.06	2.487	0.207	25144	1.0	113	953	11
0	24847	2016-05-19	2016-05-19	0	10.0	NULL	NULL	1.04	NULL	NULL	NULL	3368	NULL	5401	NULL	10.0	3841	1	NULL	NULL	451.967	NULL	NULL	NULL	NULL	499.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3.887	0.807	6235	1.0	164	99	19
1	24848	2016-05-19	2016-05-29	0	NULL	NULL	NULL	1.01	NULL	0	NULL	68	NULL	92	NULL	NULL	34	NULL	NULL	NULL	16.487	NULL	NULL	1.01	NULL	415.0	NULL	2.9	NULL	NULL	NULL	688.0	0.23	508.0	8	NULL	-16.0	498.0	5.507	40.587	410.0	NULL	0.18	1.087	0.1	8	NULL	30	240	8
0	24849	2016-05-19	2016-05-19	0	2.0	NULL	2	1.09	0.0	12	0	2558	92.7	3966	100.0	1.5	2133	1	528.0	72.0	109.8	0.58	2	1.07	1139.0	583.0	NULL	2.4	634.0	3082	-0.175	1693.0	0.35	2180.0	4977	0.527	NULL	611.0	134.727	66.76	505.0	270293	0.63	58.16	11.633	6411	1.0	673	503	16
0	24851	2016-05-19	2016-06-09	0	2.0	NULL	NULL	1.04	NULL	0	NULL	949	NULL	1334	NULL	3.5	518	64	NULL	NULL	46.02	0.04	NULL	1.05	NULL	520.0	NULL	4.1	NULL	1386	NULL	735.0	0.37	703.0	2003	NULL	NULL	176.0	55.607	39.542	832.0	NULL	0.06	2.667	0.247	6201	1.0	56	401	16
1	24852	2016-05-19	2016-05-22	0	3.0	NULL	10	1.09	0.3	1	3	442	50.0	809	19.0	3.6	515	51	63.0	28.0	25.087	0.3	10	1.13	210.0	151.0	NULL	1.4	91.0	115	0.662	236.0	0.44	414.0	307	2.84	1.0	147.0	20.547	16.433	119.0	27775	0.32	1.773	0.333	462	1.14	162	3726	14
0	24853	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.0	NULL	0	NULL	NULL	40.0	NULL	10.0	NULL	2	3	61.0	0.0	0.107	NULL	NULL	1.02	91.0	45.0	13.0	0.0	61.0	1	NULL	1.0	0.5	1.0	1	0.447	-6.0	30.0	0.333	0.333	30.0	NULL	NULL	NULL	NULL	163	1.0	29	1780	23
1	24855	2016-05-19	2016-05-21	0	3.0	NULL	2	1.12	1.0	0	304	94	48.6	159	15.0	3.0	145	NULL	0.0	0.0	4.453	NULL	2	1.07	200.0	158.0	NULL	2.4	-19.0	5	-0.07	198.0	0.44	294.0	35	-0.053	-2.0	200.0	2.633	9.448	219.0	397692	0.8	4.653	0.733	8018	1.0	68	335	14
